system:index,Name,OBJECTID,altitudeMo,begin,blue,descriptio,drawOrder,end,extrude,green,icon,latitude,longitude,nbr,ndvi,nir,pixel_qa,red,swir1,swir2,tessellate,timestamp,visibility,.geo
1_2_LE07_106061_20040113_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,379,,0,,0,552,,-1.8150562601663174,132.4435674324161,0.6949841,0.7720521,2923,66,376,1311,526,-1,,-1,
1_2_LE07_106061_20040113_0000213085169ff27d6b_0,"10. Primary forest, Global Forest Watch, Indonesia 2000",21,,,449,,0,,0,546,,-1.778063770307192,132.36116629928372,0.7337383,0.814089,3425,66,351,1388,526,-1,,-1,
1_2_LE07_106061_20040129_0000fb67a78b70d5fc4f_0,17. Disputed Land cleared 2017,4,,,471,,0,,0,605,,-1.9414590160791922,132.3016416740556,0.7100336,0.80400103,3562,66,387,1484,604,-1,,-1,
1_2_LE07_106061_20040129_00009419fece5e331603_0,14. Swamp,2,,,849,,0,,0,974,,-1.962265062279016,132.2590346879042,0.68933743,0.64459634,3850,66,832,1534,708,-1,,-1,
1_2_LE07_106061_20040129_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,929,,0,,0,1103,,-1.9419410766299214,132.26445656962534,0.60767025,0.5873776,3647,66,948,1584,890,-1,,-1,
1_2_LE07_106061_20040129_00003754d659e070befb_0,15. Logpond,3,,,811,,0,,0,888,,-1.9338000537457258,132.2596196201072,0.5871766,0.5612725,2822,66,793,1290,734,-1,,-1,
1_2_LE07_106061_20040129_00000cff636f99017122_0,13.Disputed Land cleared in 2017,24,,,409,,0,,0,495,,-1.9222411418124734,132.3213422330717,0.6925319,0.715024,2323,66,386,822,422,-1,,-1,
1_2_LE07_106061_20040129_0000a256e58c14f98604_0,"22. Primary Forest, 2014",10,,,408,,0,,0,430,,-1.9285705587739872,132.38115350838828,0.670045,0.638674,1483,66,327,576,293,-1,,-1,
1_2_LE07_106061_20040129_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,627,,0,,0,780,,-1.7796025821948491,132.4915818908765,0.7021035,0.65688986,2994,66,620,1234,524,-1,,-1,
1_2_LE07_106061_20040214_0000ccb27c8f5d3ef46d_0,18. Sago Forest,6,,,243,,0,,0,436,,-1.9522773514017462,132.28545711391885,0.75686884,0.86464924,3389,66,246,1290,469,-1,,-1,
1_2_LE07_106061_20040214_0000d98315eff5da7304_0,19. Network of canals,7,,,318,,0,,0,517,,-1.9576647172733035,132.26416171366736,0.75853264,0.8361212,3787,66,338,1411,520,-1,,-1,
1_2_LE07_106061_20040214_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,395,,0,,0,599,,-1.9419410766299214,132.26445656962534,0.71115583,0.81374407,3827,66,393,1482,646,-1,,-1,
1_2_LE07_106061_20040214_00003754d659e070befb_0,15. Logpond,3,,,359,,0,,0,519,,-1.9338000537457258,132.2596196201072,0.77124333,0.8371758,3825,66,339,1506,494,-1,,-1,
1_2_LE07_106061_20040214_00001dea1f19c019a788_0,"3.Land cleared, Apr.2014",14,,,243,,0,,0,360,,-1.8441155810000651,132.4761327285383,0.7453719,0.84104145,2687,66,232,1166,392,-1,,-1,
1_2_LE07_106061_20040214_00002f64e70a109476cd_0,2.Primary Forest,13,,,207,,0,,0,361,,-1.8373459775875856,132.4826097255928,0.7570528,0.80436265,2647,66,287,1094,366,-1,,-1,
1_2_LE07_106061_20040214_0000b270b7e882c886f9_0,"4.Land cleared,Apr2014",15,,,224,,0,,0,400,,-1.8311022153793304,132.47749839139112,0.7486374,0.8326613,2727,66,249,1166,392,-1,,-1,
1_2_LE07_106061_20040214_0000986f749581a25612_0,21. Swamp,8,,,273,,0,,0,375,,-2.010231093443732,132.41228650285314,0.79545456,0.769482,1896,66,247,573,216,-1,,-1,
1_2_LE07_106061_20040214_0000d1c2fa9556d6fda9_0,6.Primary Forest,17,,,201,,0,,0,356,,-1.810762802427502,132.4753709008544,0.75067264,0.8549256,2928,66,229,1190,417,-1,,-1,
1_2_LE07_106061_20040214_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,244,,0,,0,340,,-1.7796025821948491,132.4915818908765,0.74210525,0.8388889,2648,66,232,1071,392,-1,,-1,
1_2_LE07_106061_20040214_0000e1923b7b7db3c646_0,8. Primary forest cleared 2017,19,,,904,,0,,0,1027,,-1.7873378005643281,132.39995382514022,0.45903915,0.49431172,2627,66,889,1480,974,-1,,-1,
1_2_LE07_106061_20040214_0000213085169ff27d6b_0,"10. Primary forest, Global Forest Watch, Indonesia 2000",21,,,514,,0,,0,644,,-1.778063770307192,132.36116629928372,0.6917897,0.7568585,3266,66,452,1529,595,-1,,-1,
1_2_LE07_106061_20040301_0000ccb27c8f5d3ef46d_0,18. Sago Forest,6,,,236,,0,,0,379,,-1.9522773514017462,132.28545711391885,0.74038464,0.8665453,3077,66,220,1267,459,-1,,-1,
1_2_LE07_106061_20040301_0000d33652d4489c01ad_0,"20. Puragi village, land rights conflict",9,,,325,,0,,0,643,,-1.96773324672283,132.2870489423641,0.7033898,0.8367104,4623,66,411,2204,805,-1,,-1,
1_2_LE07_106061_20040301_0000d98315eff5da7304_0,19. Network of canals,7,,,149,,0,,0,214,,-1.9576647172733035,132.26416171366736,0.8485351,0.8273224,1672,66,158,539,137,-1,,-1,
1_2_LE07_106061_20040301_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,258,,0,,0,407,,-1.9419410766299214,132.26445656962534,0.75806046,0.85202736,3517,66,281,1269,484,-1,,-1,
1_2_LE07_106061_20040301_00007ddfec1d5b655137_0,"12 Primary Forest, 2012",23,,,239,,0,,0,386,,-1.8596514166178884,132.3467665889175,0.7398219,0.7829205,2735,66,333,1245,409,-1,,-1,
1_2_LE07_106061_20040301_0000c9d17b4ed4e94c1f_0,11. Primary forest cleared in 2015,22,,,260,,0,,0,426,,-1.856418232236063,132.3602441180917,0.7088487,0.821501,2694,66,264,1268,459,-1,,-1,
1_2_LE07_106061_20040301_0000f548dedadb3073ed_0,"23. Palm Oil Plantation, primary forest cleared in 2015",11,,,264,,0,,0,385,,-1.8883958942278662,132.3502262473484,0.7532258,0.85178876,3261,66,261,1219,459,-1,,-1,
1_2_LE07_106061_20040301_00000cff636f99017122_0,13.Disputed Land cleared in 2017,24,,,285,,0,,0,368,,-1.9222411418124734,132.3213422330717,0.7155477,0.83553874,2913,66,261,1312,483,-1,,-1,
1_2_LE07_106061_20040301_0000a256e58c14f98604_0,"22. Primary Forest, 2014",10,,,230,,0,,0,387,,-1.9285705587739872,132.38115350838828,0.7315392,0.83003813,2638,66,245,1148,409,-1,,-1,
1_2_LE07_106061_20040301_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,477,,0,,0,556,,-1.7796025821948491,132.4915818908765,0.6805265,0.6835481,2809,66,528,1178,534,-1,,-1,
1_2_LE07_106061_20040402_0000e1923b7b7db3c646_0,8. Primary forest cleared 2017,19,,,346,,0,,0,527,,-1.7873378005643281,132.39995382514022,0.7535656,0.84683573,3750,66,311,1561,527,-1,,-1,
1_2_LE07_106061_20040418_00006eab9daa22078f4b_0,5.Logpond,16,,,472,,0,,0,544,,-1.8614208172689384,132.44269301523997,0.5666218,0.5779485,1746,66,467,920,483,-1,,-1,
1_2_LE07_106061_20040418_0000b270b7e882c886f9_0,"4.Land cleared,Apr2014",15,,,227,,0,,0,452,,-1.8311022153793304,132.47749839139112,0.78125,0.81950086,3135,66,311,1247,385,-1,,-1,
1_2_LE07_106061_20040418_0000986f749581a25612_0,21. Swamp,8,,,363,,0,,0,755,,-2.010231093443732,132.41228650285314,0.7717101,0.8137873,4315,66,443,1738,556,-1,,-1,
1_2_LE07_106061_20040418_0000f3e146c30884b62d_0,25. Ikana customary land rights conflict,25,,,181,,0,,0,338,,-1.7738508580998293,132.44982230489956,0.73424304,0.84323204,2669,66,227,1177,409,-1,,-1,
1_2_LE07_106061_20040418_000077457b35ab3d5190_0,9. Primary Forest cleared in 2015,20,,,318,,0,,0,512,,-1.8093656590016032,132.4460006164793,0.745801,0.83601373,3482,66,311,1387,507,-1,,-1,
1_2_LE07_106061_20040418_0000e1923b7b7db3c646_0,8. Primary forest cleared 2017,19,,,276,,0,,0,488,,-1.7873378005643281,132.39995382514022,0.73750305,0.8308251,3528,66,326,1507,533,-1,,-1,
1_2_LE07_106061_20040504_0000fb67a78b70d5fc4f_0,17. Disputed Land cleared 2017,4,,,306,,0,,0,498,,-1.9414590160791922,132.3016416740556,0.7692308,0.8174736,3266,66,328,1274,426,-1,,-1,
1_2_LE07_106061_20040504_0000d33652d4489c01ad_0,"20. Puragi village, land rights conflict",9,,,376,,0,,0,749,,-1.96773324672283,132.2870489423641,0.6962254,0.8293728,4696,66,438,2258,841,-1,,-1,
1_2_LE07_106061_20040504_00009419fece5e331603_0,14. Swamp,2,,,345,,0,,0,541,,-1.962265062279016,132.2590346879042,0.82356596,0.8538947,4403,66,347,1520,426,-1,,-1,
1_2_LE07_106061_20040504_0000c9d17b4ed4e94c1f_0,11. Primary forest cleared in 2015,22,,,361,,0,,0,488,,-1.856418232236063,132.3602441180917,0.7610362,0.8252055,3331,66,319,1392,452,-1,,-1,
1_2_LE07_106061_20040504_0000b270b7e882c886f9_0,"4.Land cleared,Apr2014",15,,,398,,0,,0,465,,-1.8311022153793304,132.47749839139112,0.7310757,0.6458333,1738,66,374,658,270,-1,,-1,
1_2_LE07_106061_20040504_0000d1c2fa9556d6fda9_0,6.Primary Forest,17,,,379,,0,,0,570,,-1.810762802427502,132.4753709008544,0.7850278,0.80835253,3529,66,374,1293,425,-1,,-1,
1_2_LE07_106061_20040504_0000213085169ff27d6b_0,"10. Primary forest, Global Forest Watch, Indonesia 2000",21,,,286,,0,,0,488,,-1.778063770307192,132.36116629928372,0.76131254,0.8341141,3328,66,301,1343,451,-1,,-1,
1_2_LE07_106061_20040520_0000ccb27c8f5d3ef46d_0,18. Sago Forest,6,,,210,,0,,0,370,,-1.9522773514017462,132.28545711391885,0.77513766,0.8631387,3063,66,225,1158,388,-1,,-1,
1_2_LE07_106061_20040520_0000d98315eff5da7304_0,19. Network of canals,7,,,266,,0,,0,474,,-1.9576647172733035,132.26416171366736,0.7746139,0.83163136,3677,66,338,1332,467,-1,,-1,
1_2_LE07_106061_20040520_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,176,,0,,0,289,,-1.9419410766299214,132.26445656962534,0.8609968,0.8601462,2035,66,153,560,152,-1,,-1,
1_2_LE07_106061_20040520_00003754d659e070befb_0,15. Logpond,3,,,703,,0,,0,870,,-1.9338000537457258,132.2596196201072,0.56517816,0.65120155,3470,66,733,1779,964,-1,,-1,
1_2_LE07_106061_20040520_0000f548dedadb3073ed_0,"23. Palm Oil Plantation, primary forest cleared in 2015",11,,,225,,0,,0,396,,-1.8883958942278662,132.3502262473484,0.7980167,0.8651868,3445,66,249,1208,387,-1,,-1,
1_2_LE07_106061_20040520_00000cff636f99017122_0,13.Disputed Land cleared in 2017,24,,,326,,0,,0,484,,-1.9222411418124734,132.3213422330717,0.69358736,0.7725358,3156,66,405,1433,571,-1,,-1,
1_2_LE07_106061_20040520_00001dea1f19c019a788_0,"3.Land cleared, Apr.2014",14,,,180,,0,,0,173,,-1.8441155810000651,132.4761327285383,0.76130897,0.76130897,915,66,124,284,124,-1,,-1,
1_2_LE07_106061_20040520_0000986f749581a25612_0,21. Swamp,8,,,326,,0,,0,652,,-2.010231093443732,132.41228650285314,0.77120066,0.83994764,4219,66,367,1656,545,-1,,-1,
1_2_LE07_106061_20040520_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,212,,0,,0,421,,-1.8150562601663174,132.4435674324161,0.82573646,0.8533207,2944,66,233,1205,281,-1,,-1,
1_2_LE07_106061_20040605_0000fb67a78b70d5fc4f_0,17. Disputed Land cleared 2017,4,,,1624,,0,,0,1858,,-1.9414590160791922,132.3016416740556,0.36575806,0.35274395,3833,66,1834,2423,1780,-1,,-1,
1_2_LE07_106061_20040605_0000ccb27c8f5d3ef46d_0,18. Sago Forest,6,,,150,,0,,0,335,,-1.9522773514017462,132.28545711391885,0.78163457,0.8639815,2823,66,206,1092,346,-1,,-1,
1_2_LE07_106061_20040605_0000d33652d4489c01ad_0,"20. Puragi village, land rights conflict",9,,,885,,0,,0,1250,,-1.96773324672283,132.2870489423641,0.5365725,0.6123689,4380,66,1053,2423,1321,-1,,-1,
1_2_LE07_106061_20040605_00009419fece5e331603_0,14. Swamp,2,,,169,,0,,0,378,,-1.962265062279016,132.2590346879042,0.7887463,0.8924282,3624,66,206,1245,428,-1,,-1,
1_2_LE07_106061_20040605_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,227,,0,,0,464,,-1.9419410766299214,132.26445656962534,0.7791798,0.8566726,3666,66,283,1272,455,-1,,-1,
1_2_LE07_106061_20040605_00003754d659e070befb_0,15. Logpond,3,,,187,,0,,0,399,,-1.9338000537457258,132.2596196201072,0.77955186,0.8777174,3455,66,225,1297,428,-1,,-1,
1_2_LE07_106061_20040605_00000cff636f99017122_0,13.Disputed Land cleared in 2017,24,,,884,,0,,0,1037,,-1.9222411418124734,132.3213422330717,0.5588373,0.5818268,3325,66,879,1679,941,-1,,-1,
1_2_LE07_106061_20040605_00006eab9daa22078f4b_0,5.Logpond,16,,,308,,0,,0,634,,-1.8614208172689384,132.44269301523997,0.61618155,0.73747015,3276,66,495,2034,778,-1,,-1,
1_2_LE07_106061_20040605_00001dea1f19c019a788_0,"3.Land cleared, Apr.2014",14,,,238,,0,,0,449,,-1.8441155810000651,132.4761327285383,0.7452186,0.8210977,2555,66,251,1062,373,-1,,-1,
1_2_LE07_106061_20040605_00002f64e70a109476cd_0,2.Primary Forest,13,,,220,,0,,0,322,,-1.8373459775875856,132.4826097255928,0.7957082,0.8464254,2092,66,174,858,238,-1,,-1,
1_2_LE07_106061_20040605_0000b270b7e882c886f9_0,"4.Land cleared,Apr2014",15,,,201,,0,,0,364,,-1.8311022153793304,132.47749839139112,0.7658905,0.8472679,2806,66,232,1062,372,-1,,-1,
1_2_LE07_106061_20040605_0000a69817a0d03f0d28_0,1. Hexagon,12,,,1151,,0,,0,1310,,-1.8332771579548741,132.4815375077037,0.4712533,0.44177276,3058,66,1184,1673,1099,-1,,-1,
1_2_LE07_106061_20040605_0000986f749581a25612_0,21. Swamp,8,,,304,,0,,0,677,,-2.010231093443732,132.41228650285314,0.78791666,0.8372939,4291,66,380,1705,509,-1,,-1,
1_2_LE07_106061_20040605_0000d1c2fa9556d6fda9_0,6.Primary Forest,17,,,431,,0,,0,618,,-1.810762802427502,132.4753709008544,0.69907016,0.7347526,3015,66,461,1241,534,-1,,-1,
1_2_LE07_106061_20040605_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,224,,0,,0,332,,-1.7796025821948491,132.4915818908765,0.72657114,0.82730454,2349,66,222,935,372,-1,,-1,
1_2_LE07_106061_20040605_0000f3e146c30884b62d_0,25. Ikana customary land rights conflict,25,,,325,,0,,0,526,,-1.7738508580998293,132.44982230489956,0.70937234,0.76501924,2982,66,397,1319,507,-1,,-1,
1_2_LE07_106061_20040605_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,236,,0,,0,383,,-1.8150562601663174,132.4435674324161,0.7686822,0.86283475,2852,66,210,1165,373,-1,,-1,
1_2_LE07_106061_20040605_000077457b35ab3d5190_0,9. Primary Forest cleared in 2015,20,,,1096,,0,,0,1226,,-1.8093656590016032,132.4460006164793,0.47271585,0.49079365,3522,66,1203,1954,1261,-1,,-1,
1_2_LE07_106061_20040605_0000213085169ff27d6b_0,"10. Primary forest, Global Forest Watch, Indonesia 2000",21,,,325,,0,,0,356,,-1.778063770307192,132.36116629928372,0.65008986,0.71910113,1377,66,225,603,292,-1,,-1,
1_2_LE07_106061_20041027_0000ccb27c8f5d3ef46d_0,18. Sago Forest,6,,,332,,0,,0,479,,-1.9522773514017462,132.28545711391885,0.75505555,0.8333829,3081,66,280,1335,430,-1,,-1,
1_2_LE07_106061_20041027_0000d33652d4489c01ad_0,"20. Puragi village, land rights conflict",9,,,405,,0,,0,696,,-1.96773324672283,132.2870489423641,0.6335182,0.7794562,4123,66,511,2210,925,-1,,-1,
1_2_LE07_106061_20041027_0000d98315eff5da7304_0,19. Network of canals,7,,,367,,0,,0,557,,-1.9576647172733035,132.26416171366736,0.7592546,0.82592785,3493,66,333,1335,478,-1,,-1,
1_2_LE07_106061_20041027_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,437,,0,,0,575,,-1.9419410766299214,132.26445656962534,0.76165545,0.7875032,3533,66,420,1380,478,-1,,-1,
1_2_LE07_106061_20041027_00003754d659e070befb_0,15. Logpond,3,,,364,,0,,0,477,,-1.9338000537457258,132.2596196201072,0.73444444,0.7896245,3122,66,367,1380,478,-1,,-1,
1_2_LE07_106061_20041027_0000c9d17b4ed4e94c1f_0,11. Primary forest cleared in 2015,22,,,535,,0,,0,618,,-1.856418232236063,132.3602441180917,0.6797699,0.73350924,2628,66,404,1378,501,-1,,-1,
1_2_LE07_106061_20041027_0000f548dedadb3073ed_0,"23. Palm Oil Plantation, primary forest cleared in 2015",11,,,477,,0,,0,597,,-1.8883958942278662,132.3502262473484,0.7523001,0.7732156,3714,66,475,1536,525,-1,,-1,
1_2_LE07_106061_20041027_00000cff636f99017122_0,13.Disputed Land cleared in 2017,24,,,496,,0,,0,638,,-1.9222411418124734,132.3213422330717,0.66184103,0.7387825,3042,66,457,1514,619,-1,,-1,
1_2_LE07_106061_20041027_00002f64e70a109476cd_0,2.Primary Forest,13,,,498,,0,,0,578,,-1.8373459775875856,132.4826097255928,0.66276926,0.7204712,2702,66,439,1332,548,-1,,-1,
1_2_LE07_106061_20041027_0000a69817a0d03f0d28_0,1. Hexagon,12,,,278,,0,,0,459,,-1.8332771579548741,132.4815375077037,0.7517018,0.82259697,2702,66,263,1131,383,-1,,-1,
1_2_LE07_106061_20041027_0000986f749581a25612_0,21. Swamp,8,,,328,,0,,0,714,,-2.010231093443732,132.41228650285314,0.75977165,0.80292463,4007,66,438,1669,547,-1,,-1,
1_2_LE07_106061_20041027_0000d1c2fa9556d6fda9_0,6.Primary Forest,17,,,371,,0,,0,520,,-1.810762802427502,132.4753709008544,0.71736205,0.8197376,3190,66,316,1399,525,-1,,-1,
1_2_LE07_106061_20041027_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,408,,0,,0,540,,-1.8150562601663174,132.4435674324161,0.68801594,0.75029516,2965,66,423,1401,548,-1,,-1,
1_2_LE07_106061_20041027_0000e1923b7b7db3c646_0,8. Primary forest cleared 2017,19,,,364,,0,,0,535,,-1.7873378005643281,132.39995382514022,0.7024707,0.7821944,3273,66,400,1560,572,-1,,-1,
1_2_LE07_106061_20041214_00009419fece5e331603_0,14. Swamp,2,,,288,,0,,0,241,,-1.962265062279016,132.2590346879042,0.90273035,0.71935236,1115,66,182,250,57,-1,,-1,
1_2_LE07_106061_20041214_0000f548dedadb3073ed_0,"23. Palm Oil Plantation, primary forest cleared in 2015",11,,,228,,0,,0,241,,-1.8883958942278662,132.3502262473484,0.7891626,0.6956116,908,66,163,273,107,-1,,-1,
1_2_LE07_106061_20041214_0000a256e58c14f98604_0,"22. Primary Forest, 2014",10,,,406,,0,,0,517,,-1.9285705587739872,132.38115350838828,0.7058291,0.75731176,2824,66,390,1232,487,-1,,-1,
1_2_LE07_106061_20041214_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,315,,0,,0,479,,-1.7796025821948491,132.4915818908765,0.7116105,0.7816764,2742,66,336,1185,462,-1,,-1,
1_2_LE07_106061_20041214_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,294,,0,,0,287,,-1.8150562601663174,132.4435674324161,0.7447217,0.60742706,909,66,222,298,133,-1,,-1,
1_2_LE07_106061_20041214_000077457b35ab3d5190_0,9. Primary Forest cleared in 2015,20,,,234,,0,,0,265,,-1.8093656590016032,132.4460006164793,0.77087796,0.6673387,827,66,165,274,107,-1,,-1,
1_2_LE07_106061_20050304_0000fb67a78b70d5fc4f_0,17. Disputed Land cleared 2017,4,,,177,,0,,0,371,,-1.9414590160791922,132.3016416740556,0.74032617,0.8255619,2721,66,260,1140,406,-1,,-1,
1_2_LE07_106061_20050304_0000d33652d4489c01ad_0,"20. Puragi village, land rights conflict",9,,,302,,0,,0,641,,-1.96773324672283,132.2870489423641,0.6496468,0.80760723,4087,66,435,2108,868,-1,,-1,
1_2_LE07_106061_20050304_00009419fece5e331603_0,14. Swamp,2,,,230,,0,,0,429,,-1.962265062279016,132.2590346879042,0.8061406,0.8469123,3559,66,295,1233,382,-1,,-1,
1_2_LE07_106061_20050304_0000d98315eff5da7304_0,19. Network of canals,7,,,213,,0,,0,390,,-1.9576647172733035,132.26416171366736,0.76614213,0.8520626,3255,66,260,1187,431,-1,,-1,
1_2_LE07_106061_20050304_00003754d659e070befb_0,15. Logpond,3,,,199,,0,,0,411,,-1.9338000537457258,132.2596196201072,0.7829546,0.85515815,3138,66,245,1232,382,-1,,-1,
1_2_LE07_106061_20050304_00007ddfec1d5b655137_0,"12 Primary Forest, 2012",23,,,213,,0,,0,332,,-1.8596514166178884,132.3467665889175,0.72694784,0.84216547,2416,66,207,1094,382,-1,,-1,
1_2_LE07_106061_20050304_0000f548dedadb3073ed_0,"23. Palm Oil Plantation, primary forest cleared in 2015",11,,,182,,0,,0,373,,-1.8883958942278662,132.3502262473484,0.7754922,0.8596491,3021,66,228,1185,382,-1,,-1,
1_2_LE07_106061_20050304_0000a256e58c14f98604_0,"22. Primary Forest, 2014",10,,,202,,0,,0,375,,-1.9285705587739872,132.38115350838828,0.7336123,0.8428466,2486,66,212,1092,382,-1,,-1,
1_2_LE07_106061_20050304_00006eab9daa22078f4b_0,5.Logpond,16,,,251,,0,,0,621,,-1.8614208172689384,132.44269301523997,0.60379714,0.7613169,3210,66,435,1990,793,-1,,-1,
1_2_LE07_106061_20050304_00001dea1f19c019a788_0,"3.Land cleared, Apr.2014",14,,,225,,0,,0,340,,-1.8441155810000651,132.4761327285383,0.7342761,0.8310413,2330,66,215,1045,357,-1,,-1,
1_2_LE07_106061_20050304_0000b270b7e882c886f9_0,"4.Land cleared,Apr2014",15,,,200,,0,,0,403,,-1.8311022153793304,132.47749839139112,0.73687845,0.804808,2515,66,272,1090,381,-1,,-1,
1_2_LE07_106061_20050304_0000a69817a0d03f0d28_0,1. Hexagon,12,,,206,,0,,0,376,,-1.8332771579548741,132.4815375077037,0.75191104,0.820874,2521,66,248,1022,357,-1,,-1,
1_2_LE07_106061_20050304_0000986f749581a25612_0,21. Swamp,8,,,246,,0,,0,619,,-2.010231093443732,132.41228650285314,0.7471154,0.81745434,3634,66,365,1501,526,-1,,-1,
1_2_LE07_106061_20050304_0000d1c2fa9556d6fda9_0,6.Primary Forest,17,,,207,,0,,0,351,,-1.810762802427502,132.4753709008544,0.76357615,0.8551028,2663,66,208,1044,357,-1,,-1,
1_2_LE07_106061_20050304_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,184,,0,,0,277,,-1.7796025821948491,132.4915818908765,0.69707644,0.85165256,2409,66,193,1091,430,-1,,-1,
1_2_LE07_106061_20050304_0000f3e146c30884b62d_0,25. Ikana customary land rights conflict,25,,,216,,0,,0,371,,-1.7738508580998293,132.44982230489956,0.71018195,0.83367556,2679,66,243,1184,454,-1,,-1,
1_2_LE07_106061_20050304_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,216,,0,,0,352,,-1.8150562601663174,132.4435674324161,0.7473545,0.83154243,2642,66,243,1115,382,-1,,-1,
1_2_LE07_106061_20050304_000077457b35ab3d5190_0,9. Primary Forest cleared in 2015,20,,,197,,0,,0,409,,-1.8093656590016032,132.4460006164793,0.7535484,0.8686834,2718,66,191,1184,382,-1,,-1,
1_2_LE07_106061_20050304_0000e1923b7b7db3c646_0,8. Primary forest cleared 2017,19,,,181,,0,,0,468,,-1.7873378005643281,132.39995382514022,0.7419162,0.82611424,2909,66,277,1277,431,-1,,-1,
1_2_LE07_106061_20050304_0000213085169ff27d6b_0,"10. Primary forest, Global Forest Watch, Indonesia 2000",21,,,197,,0,,0,371,,-1.778063770307192,132.36116629928372,0.7464877,0.8293002,2797,66,261,1163,406,-1,,-1,
1_2_LE07_106061_20050320_0000d98315eff5da7304_0,19. Network of canals,7,,,222,,0,,0,390,,-1.9576647172733035,132.26416171366736,0.8325251,0.8730998,2834,66,192,836,259,-1,,-1,
1_2_LE07_106061_20050320_00003754d659e070befb_0,15. Logpond,3,,,417,,0,,0,584,,-1.9338000537457258,132.2596196201072,0.7326943,0.77136636,3254,66,420,1413,502,-1,,-1,
1_2_LE07_106061_20050320_0000a256e58c14f98604_0,"22. Primary Forest, 2014",10,,,314,,0,,0,508,,-1.9285705587739872,132.38115350838828,0.7389801,0.78210807,3018,66,369,1295,453,-1,,-1,
1_2_LE07_106061_20050320_00006eab9daa22078f4b_0,5.Logpond,16,,,283,,0,,0,635,,-1.8614208172689384,132.44269301523997,0.6257669,0.746072,3445,66,501,2103,793,-1,,-1,
1_2_LE07_106061_20050320_00001dea1f19c019a788_0,"3.Land cleared, Apr.2014",14,,,193,,0,,0,362,,-1.8441155810000651,132.4761327285383,0.78021246,0.83756,2681,66,237,1111,331,-1,,-1,
1_2_LE07_106061_20050320_0000a69817a0d03f0d28_0,1. Hexagon,12,,,247,,0,,0,420,,-1.8332771579548741,132.4815375077037,0.7406846,0.8369565,2873,66,255,1157,428,-1,,-1,
1_2_LE07_106061_20050320_0000986f749581a25612_0,21. Swamp,8,,,275,,0,,0,652,,-2.010231093443732,132.41228650285314,0.7803595,0.82271093,4061,66,395,1637,501,-1,,-1,
1_2_LE07_106061_20050320_0000906ad230d00beb89_0,7.Primary Forest 2016,18,,,242,,0,,0,390,,-1.7796025821948491,132.4915818908765,0.7459187,0.84620214,2941,66,245,1294,428,-1,,-1,
1_2_LE07_106061_20050320_0000ec6a9e696efab24e_0,24. Peat 2012,1,,,176,,0,,0,323,,-1.8150562601663174,132.4435674324161,0.7362556,0.85329103,2337,66,185,950,355,-1,,-1,
1_2_LE07_106061_20050405_00002f64e70a109476cd_0,2.Primary Forest,13,,,566,,0,,0,642,,-1.8373459775875856,132.4826097255928,0.65270686,0.6443089,2427,66,525,1103,510,-1,,-1,
1_2_LE07_106061_20050405_0000e1923b7b7db3c646_0,8. Primary forest cleared 2017,19,,,371,,0,,0,371,,-1.7873378005643281,132.39995382514022,0.61793613,0.6279357,1317,66,301,584,311,-1,,-1,
1_2_LE07_106061_20050421_0000ccb27c8f5d3ef46d_0,18. Sago Forest,6,,,257,,0,,0,474,,-1.9522773514017462,132.28545711391885,0.74647886,0.87132645,3534,66,243,1401,513,-1,,-1,
1_2_LE07_106061_20050421_0000d98315eff5da7304_0,19. Network of canals,7,,,292,,0,,0,513,,-1.9576647172733035,132.26416171366736,0.7807727,0.84500813,3964,66,333,1449,488,-1,,-1,
1_2_LE07_106061_20050421_0000ebdf8f3756e97b7a_0,"16. Sago 40,000ha concession",5,,,737,,0,,0,936,,-1.9419410766299214,132.26445656962534,0.6049747,0.64449245,3807,66,823,1757,937,-1,,-1,
1_2_LE07_106061_20050421_00003754d659e070befb_0,15. Logpond,3,,,222,,0,,0,435,,-1.9338000537457258,132.2596196201072,0.7927227,0.8814854,3572,66,225,1425,413,-1,,-1,
1_2_LE07_106061_20050421_00007ddfec1d5b655137_0,"12 Primary Forest, 2012",23,,,218,,0,,0,371,,-1.8596514166178884,132.3467665889175,0.7526299,0.84993273,2749,66,223,1234,388,-1,,-1,
